id,Название,Цена,Цена без скидки
689229,"Халва РОТ ФРОНТ глазированная шоколадной глазурью, 370г",26999,39999
690216,"Мармелад жевательный ВАУ МЯУ! Фрукты со вкусом яблока, персика, банана, апельсина, 70г",3499,3999
690428,"Печенье бисквитное DELISSE с желейной начинкой со вкусом вишни, 137г",7499,8999
690429,"Печенье бисквитное DELISSE с желейной начинкой со вкусом клубники, 137г",7499,8999
690430,"Печенье бисквитное DELISSE с желейной начинкой со вкусом апельсина, 137г",7499,8999
690431,"Шоколад молочный PREMIUM CLUB, 100г",14999,14999
690447,"Шоколад горький O'ZERA Dark & Extra Almond, 90г",10999,13999
690476,"Батончик шоколадный GOOD MIX со вкусом попкорна, 45г",4499,6499
690798,"Батончик шоколадный GOOD MIX молочный с хрустящей вафлей, 29г",3499,3999
691460,"Мармелад жевательный MOLANG Jelly bar в сахарной обсыпке со вкусом клубники/ананаса, 65г",6999,9999
691463,"Жевательная резинка BUBBLE BAR Сладкая вата со вкусом клубники, с подарком, 5г",5599,7999
691464,"Карамель на палочке SWEET BAR Мороженое клубника-сливки/яблоко-сливки/лимон-сливки, в ассортименте, 10г",2799,3999
691606,"Торт ВЕНСКИЙ ЦЕХ Груша-карамель, 420г",38999,38999
691607,"Торт ВЕНСКИЙ ЦЕХ Фисташковый пломбир, 390г",38999,38999
691844,"Паста PORTO PIATTI с фундуком и какао, 630г",39999,49999
691861,"Козинаки DELISSE Восточные, 360г",13999,16999
691990,"Конфеты Малиновый йогурт в молочной глазури, 130г",7999,7999
692356,"Изделие слоеное DELISSE Золотистая полосочка, 500г",17999,19999
692369,"Пирожные-дуэт У ПАЛЫЧА Красный бархат, 200г",35999,42999
692606,"Пирожное-суфле АМА Традиционная птичка, 140г",15499,15499
692628,"Пирожное АМА Наполеон, 160г",16499,16499
692777,"Изделие кондитерское ЧЕБУРАШКА Десерт с подарком, 20г",7999,11999
692805,"Маршмеллоу MALLOW JOY с ароматом черники и малины, 25г",4999,6999
692837,"Хлебные палочки KRISPIKI с пастой с шоколадно-ореховым вкусом, с подарком, 35г",15999,15999
692926,"Конфета ЩЕНЯЧИЙ ПАТРУЛЬ со вкусом апельсина, с подарком, 25г",2799,3999
692927,"Конфеты ШОКИ-ТОКИ из молочного шоколада с кремовой начинкой, 60г",5999,19999
692988,"Конфеты жевательные ЩЕНЯЧИЙ ПАТРУЛЬ клубника со сливками/малина со сливками/банан со сливками, с подарком, 50г",3499,12499
692989,"Драже ЩЕНЯЧИЙ ПАТРУЛЬ Часики со вкусом клубники, 12г",3999,3999
693633,"Печенье сдобное DELISSE Курабье, 500г",17999,19999
694683,"Батончик злаковый SOJ Kerlli с клубникой, в молочном шоколаде, 50г",4499,4999
694694,"Батончик злаковый SOJ Kerlli с черникой, в молочном шоколаде, 50г",4499,4999
695013,"Шоколад темный RITTER SPORT с помадной начинкой, 100г",14999,16999
695467,"Батончик злаковый SOJ Kerlli с бананом, в молочном шоколаде, 50г",3999,4999
695962,"Жевательная резинка ORBIT со вкусом граната и малины, без сахара, 13,6г",4499,4499
697226,"Конфеты весовые 29,99 руб.",29990,29990
697379,"Конфеты весовые 79,99 руб.",79990,79990
697387,"Изделие хлебобулочное сдобное ВАУ МЯУ! Минисердечко, 400г",14999,16999
697593,"Мармелад жевательный SWEET BOX Чебурашка, с игрушкой, 10г",13499,19999
697597,"Конфеты жевательные ПОЛНЫЙ КИСЛЕЦ ВЛАД А4, 10г",1499,1999
697598,"Драже жевательное FRUTOMINT в блоках, 14г",4999,4999
697600,"Мармелад жевательный SWEET BOX ВЛАД А4 в наборе с подарком, 10г",13499,19999
698510,"Пирожные ФИЛИ-БЕЙКЕР Профитроли шоколадные, 150г",17999,17999
698577,"Шоколад молочный GALLARDO, 23г",3499,3999
699216,"Пирожное суфлейное КОНДИТЕРСКАЯ ПРОХОРОВА Птичка Прохорова, 60г",8799,8799
699222,"Пирожное бисквитное КОНДИТЕРСКАЯ ПРОХОРОВА Тирамису, 60г",7999,7999
701091,"Печенье сдобное ВЫБОР СЕМЬИ Солнечное, 230г",6999,7999
701165,"Паста шоколадно-ореховая DOLCE ALBERO 6% фундука, без пальмового масла, 
330г",34999,39999
701368,"Конфеты DELISSE Трюфель с морской солью, 175г",14999,17999
701369,"Конфеты DELISSE Трюфель классический в какао обсыпке, 175г",14999,17999
701370,"Конфеты DELISSE Трюфель с ароматом Амаретто, 175г",14999,17999
701371,"Конфеты DELISSE Трюфель с ароматом кофе, 175г",14999,17999
701372,"Конфеты DELISSE Трюфель со вкусом рома, 175г",14999,17999
701373,"Конфеты DELISSE Трюфель классический extra dark в какао обсыпке, 175г",14999,17999
701563,"Печенье сдобное DELISSE Трубочка с вареной сгущенкой, 500г",17999,19999
704092,"Конфеты АТАГ Закусон олигарха, 100г",29999,29999
704149,"Конфеты АТАГ Ассорти, 300г",39999,49999
704171,"Пирожное ФИЛИ-БЕЙКЕР Панчо, 150г",20999,20999
704181,"Шарлотка ФИЛИ-БЕЙКЕР Лесная ягода, 135г",21999,21999
704530,"Мармелад жевательный SBOX CLUB МИЛАНА ХАМЕТОВА в наборе с подарком, 10г",10999,15999
704532,"Изделие фигурное ШОКИ ТОКИ МИЛАНА ХАМЕТОВА Двойной шоколад с игрушкой, 20г",13999,13999
704587,"Мармелад жевательный SWEET BOX МИЛАНА ХАМЕТОВА в наборе с подарком, 10г",19999,19999
704643,"Карамель леденцовая SBOX CLUB ВЛАД 4 в наборе с подарком, 9г",15999,15999
705270,"Мармелад жевательный HARIBO Золотые Мишки, 80г",12999,15999
706047,"Кекс SOLEN PAPITA DONUT с какао глазурью, шоколадной начинкой и цветным драже, 40г",3999,4999
706754,"Печенье ORION Choco Boy, 90г",10999,10999
706809,"Пирожное ORION Фреш Пай персик, 300г",17999,19999
707185,"Мини-пряники ЯШКИНО с вареной сгущенкой, 300г",7999,8999
707287,"Карамель СТРАЙК Кислый кисс, в ассортименте, 11,3г",499,799
707346,"Карамель СТРАЙК Двойные вкусы, в ассортименте, 11,3г",499,799
707352,"Карамель СТРАЙК с жевательной конфетой, в ассортименте, 11,3г",499,799
707524,"Набор подарочный КОРКУНОВ Коллекция плиток шоколада, 87г",17999,24999
708374,"Мармелад жевательный CHI-WA-WA Pack Тропик кусочки, кислый, 60г",6999,8999
708376,"Драже YO-МОЁ освежающие с виноградным вкусом, 12г",3999,4999
708377,"Драже YO-МОЁ освежающие с арбузным вкусом, 12г",3499,4999
708508,"Драже YO-МОЁ освежающие со вкусом манго, 12г",3999,4999
708509,"Мармелад жевательный ЛЕВУШКА ДЕТЯМ Медвежата, 70г",4999,6499
708510,"Мармелад жевательный ЛЕВУШКА ДЕТЯМ Червячки, 70г",4999,6499
708513,"Мармелад жевательный CHI-WA-WA Карандаш Нордик, кислый, 250г",24999,29999
708514,"Мармелад жевательный CHI-WA-WA Ремешок Тропик, кислый, 250г",24999,29999
708935,"Батончик-мюсли SNAQ FABRIQ Кокос, с молочным шоколадом, 50г",4999,5999
708947,"Шоколад горький BUCHERON с апельсином и орехами, 85г",13999,16999
708959,"Батончик-мюсли SNAQ FABRIQ Банан, с молочным шоколадом, 50г",4999,5999
709252,"Печенье сдобное DELISSE Завирэль, 300г",13999,16999
709571,"Изделие хлебобулочное сдобное ВАУ МЯУ! Мишуткин микс, 400г",14999,16999
709709,"Маршмеллоу ЛЕНТА с ароматом ванили, 200г",13999,13999
711022,"Карамель леденцовая КОНФИТРЕЙД Веселые пальчики, 10г",6999,6999
711023,"Карамель леденцовая SWEET BAR Пятка на палочке с пудрой, 10г",2999,3999
711024,"Десерт KIDSBOX с печеньем и подарком, 20г",9999,9999
711025,"Яйцо шоколадное ШОКИ-ТОКИ с сюрпризом, 20г",12999,12999
711026,"Яйцо шоколадное КОНФИТРЕЙД с сюрпризом, 20г",8999,8999
711027,"Яйцо шоколадное ШОКИ-ТОКИ XXL с сюрпризом, 70г",19999,39999
711581,"Шоколад ALPEN GOLD с фундуком и изюмом, 80г",6499,10999
711659,"Шоколад ALPEN GOLD с фундуком, 80г",6499,10999
711660,"Шоколад молочный ALPEN GOLD, 80г",5999,10999
711661,"Шоколад белый ALPEN GOLD с миндалем и кокосовой стружкой, 80г",6499,10999
711663,"Шоколад молочный ALPEN GOLD с клубнично-йогуртовой начинкой, 80г",5999,10999
713038,"Торт бисквитный ФИЛИ-БЕЙКЕР Эскимо Московский, 450г",58999,58999
714123,"Печенье сдобное ПОСИДЕЛКИНО с орехами и кусочками шоколада, 160г",8499,12999
714308,"Печенье WAGON WHEELS с суфле и джемом, покрытое глазурью с ароматом шоколада, 228,6г",27999,32999
714336,"Печенье ЮБИЛЕЙНОЕ Постное, 224г",10499,10499
714498,"Драже КОНФИТРЕЙД в градуснике, 8г",1999,2499
714499,"Карамель SWEET BAR в форме помады, 5г",4499,5999
714500,"Карамель SWEET BAR в форме соски, 10г",3499,4499
714503,"Мармелад жевательный НАПУГАЙКА, 10г",2999,3999
714504,"Мармелад жевательный КОНФИТРЕЙД Crazy fun с подарком, 10г",13999,17999
714518,"Драже КОНФИТРЕЙД Маракас, 12г",3999,4999
714519,"Драже КОНФИТРЕЙД в виде карандаша, 6г",2999,3999
714520,"Жевательная резинка BUBBLE BAR, 40г",6499,7999
714521,"Яйцо MAGIC EGG с игрушкой, 10г",10999,13999
714522,"Драже НАПУГАЙКА Рука Скелет, в форме косточек, 4г",4999,5999
714753,"Шоколад темный РОССИЯ ЩЕДРАЯ ДУША Путешествие, 82г",6499,9999
714881,"Батончик шоколадный NUTS с фундуком и тертой фисташкой, 47г",6999,7999
715093,"Мини-круассаны 7DAYS с кремом какао, 265г",12499,16999
716032,"Пирожное MIREL Муравейник, 340г",25999,25999
716411,"Яйцо шоколадное СКЕЙТЕРЫ с игрушкой, 20г",8999,8999
716637,"Печенье сдобное DELISSE Орешек со вкусом вареной сгущенки, 500г",17999,19999
716715,"Шоколад молочный MILKA с фундуком, 80г",8999,12999
716716,"Шоколад молочный MILKA, 80г",8999,12999
716717,"Шоколад молочный MILKA с фундуком и изюмом, 80г",8999,12999
716958,"Шоколад молочный MILKA с цельным фундуком, 80г",8999,12999
716961,"Шоколад молочный MILKA миндаль и лесные ягоды, 80г",8999,12999
716965,"Шоколад молочный MILKA Bubbles Пористый, 72г",9999,12999
718117,"Шоколад молочный ALPEN GOLD с арахисом и кукурузными хлопьями, 80г",6499,10999
718663,"Шоколад молочный ALPEN GOLD МаксФан со взрывной карамелью/мармеладом/печеньем, 140г",13999,19999
718665,"Шоколад белый ВОЗДУШНЫЙ, 80г",9999,12999
718666,"Шоколад белый ALPEN GOLD МаксФан ягодный микс, 140г",13999,19999
718690,"Шоколад молочный ВОЗДУШНЫЙ, 80г",9999,12999
718691,"Шоколад горький ALPEN GOLD темный, 75г",7999,9999
719437,"Карамель леденцовая MAGIC EGG Чебурашка, со вкусом апельсина, 10г",14999,14999
719528,"Конфеты СТЕП Золотой Степ глазированные, 174г",9999,13499
719765,"Кондитерское изделие ВАУ МЯУ! Choco Pie, глазированное, 180г",6999,8999
719972,"Карамель на палочке SWEEY BAR со вкусом лимона/колы/тоффи, 20г",3499,4999
719973,"Маршмеллоу MALLOW JOY Милана Хаметова с ароматом клубники, 25г",5999,8999
720004,"Кондитерская плитка GLORY с чернично-йогуртовой начинкой, 75г",4499,5999
720005,"Кондитерская плитка GLORY с клубнично-йогуртовой начинкой, 75г",4499,5999
720006,"Кондитерская плитка GLORY с ореховой начинкой со вкусом фундука, 75г",4499,5999
720007,"Кондитерская плитка GLORY темная с шоколадной начинкой, 75г",4499,5999
720044,"Изделие фигурное CHOCO BOOM из молочного шоколада с маршмеллоу, с подарком, 28г",10999,15999
720065,"Маршмеллоу MOLANG с ароматом клубники, 50г",9999,19999
720074,"Карамель ВЛАД А4 со вкусом клубники/яблока/апельсина/черники, 25г",2999,4499
720075,"Карамель леденцовая MAGIC EGG со вкусом бабл гам, с подарком 10г",9499,13999
720076,"Десерт KIDSBOX Милана Хаметова, с подарком, 20г",8999,12999
720415,"Мармелад CHI-WA-WA Карандаш кислый, со вкусом клубники, 60г",6999,8999
720416,"Мармелад CHI-WA-WA Ремешок кислый, со вкусом ананаса и лимона, 60г",6999,8999
720417,"Мармелад CHI-WA-WA Карандаш кислый, со вкусом лесных ягод, 250г",24999,29999
720558,"Мармелад CHI-WA-WA Ремешок кислый, со вкусом ананаса и лимона, 250г",24999,29999
720559,"Мармелад CHI-WA-WA Карандаш сладкий, со вкусом колы, 80г",8999,11999
720560,"Мармелад CHI-WA-WA Ремешок кислый, со вкусом клубники, 80г",8999,11999
720561,"Мармелад CHI-WA-WA Ремешок кислый, со вкусом ананаса и лимона, 80г",8999,11999
720562,"Мармелад жевательный DOCILE Sour strawberry belts, ленты со вкусом клубники, 70г",11999,13999
720563,"Мармелад жевательный DOCILE Sour strawberry colored belts, цветные ленты со вкусом клубники, 70г",9999,13999
720564,"Мармелад жевательный DOCILE Sour strawberry colored pencil, цветные карандаши со вкусом клубники, 70г",9999,13999
720565,"Мармелад жевательный DOCILE Gelatines vampire teeth Зубы вампира, 80г",11999,13999
720663,"Пирожное У ПАЛЫЧА Молочный бургер с шоколадом, 90г",9999,9999
720664,"Пирожное У ПАЛЫЧА Молочный бургер с творогом и сливками, 90г",9999,9999
721049,"Вафельная трубочка ВЫБОР СЕМЬИ с начинкой вареная сгущенка, 70г",4999,4999
721082,"Пирожное 365 ДНЕЙ Картошка, 70г",4499,4499
721331,"Шоколад молочный RITTER SPORT яркая смородина и нежная малина, 218г",34999,49999
721508,"Шоколад молочный RITTER SPORT Макарун ореховый крем с хлопьями и французское пирожное, 218г",34999,49999
723533,"Мармелад жевательный SWEET BOX Роблоксеры, в наборе с подарком, с натуральным соком, 10г",19999,19999
723534,"Мармелад жевательный SWEET BOX Club Роблоксеры, в наборе с подарком, с натуральным соком, 10г",15999,15999
723535,"Изделие фигурное CHOCO BOOM Роблоксеры с подарком из молочного шоколада, глазированные, с добавлением маршмеллоу, 28г",15999,15999
723536,"Карамель леденцовая MAGIC EGG Роблоксеры, с подарком, со вкусом колы, 10г",13999,13999
723537,"Яйцо шоколадное ШОКИ-ТОКИ Роблоксеры с сюрпризом, из молочного шоколада, 70г",39999,39999
723658,"Яйцо шоколадное ШОКИ-ТОКИ Роблоксеры с сюрпризом, из молочного шоколада и белой глазури, 20г",13999,13999
723659,"Десерт KIDSBOX Роблоксеры, с подарком, 20г",12999,12999
723660,"Мармелад жевательный НАПУГАЙКА со вкусом клубники и винограда, в виде ленты, 8,5г",4499,4499
723661,"Карамель леденцовая КОНФИТРЕЙД на палочке части тела глаз/мозг/сердце, 20г",3999,3999
723662,"Мармелад жевательный НАПУГАЙКА в форме глаза, 7г",3999,3999
723663,"Изделия кондитерские ПОЛНЫЙ КИСЛЕЦ фруктовая соломка, 7г",1999,1999
723664,"Конфеты жевательные НАПУГАЙКА со вкусом клубники/апельсина/ананаса/яблока/лимона/манго/перца чили, 12г",3999,3999
723874,"Шоколад темный APRIORI с фисташкой и миндалем, 85г",17999,20999
723941,"Шоколад темный APRIORI с апельсином и миндалем, 85г",17999,20999
724031,"Набор подарочный M&M'S & FRIENDS Варежка, 167г",14999,39999
724300,"Конфета ЧЕБУРАШКА Сладкий зонт, на палочке, 20г",6999,6999
724324,"Набор подарочный БОН ПАРИ Шестигранник, 365г",14999,39999
725057,"Батончик шоколадный GOOD MIX Original Milk chocolate с хрустящей вафлей, 40г",3999,6499
725453,"Крекер TUC Снек Мини со вкусом сметаны и лука, 110г",8999,12999
725454,"Пирожное бисквитное MILKA с шоколадной начинкой и кусочками молочного шоколада, 175г",18999,24999
725875,"Печенье сахарное LUCKY COOKIE с предсказанием, 6г",2999,7999
726424,"Мармелад жевательный SBOX Три кота зимние каникулы, в наборе с подарком, 10г",9999,19999
726425,"Мармелад жевательный SBOX Змейки, в наборе с подарком, 10г",7999,19999
726426,"Изделие кондитерское ШОКИ ТОКИ Чебурашка, яйцо с сюрпризом, 20г",6999,13999
726427,"Мармелад жевательный JELLY BAR Чебурашка со вкусом апельсина/банана/персика/яблока, 65г",4999,9999
726458,"Изделие кондитерское CHOCO BOOM Чебурашка, шар с подарком, 28г",15999,15999
726459,"Изделие кондитерское KIDS BOX Чебурашка, десерт с подарком, 20г",12999,12999
726460,"Карамель леденцовая MAGIC EGG Три кота зимние каникулы, с подарком, 10г",7499,14999
726461,"Изделие кондитерское KIDS BOX Winter time, десерт с подарком, 20г",8999,12999
726462,"Изделие кондитерское ШОКИ ТОКИ Winter time, яйцо с сюрпризом, 70г",19999,39999
726463,"Изделие кондитерское ШОКИ ТОКИ Winter time, яйцо с сюрпризом, 20г",5999,13999
726464,"Изделие кондитерское ШОКИ ТОКИ Три кота, яйцо с сюрпризом, 70г",19999,39999
726465,"Карамель леденцовая PLAY ME POPS Чебурашка, с подарком, 15г",13999,27999
726466,"Маршмеллоу MALLOW JOY с ароматом пломбира и ванили, 50г",9999,18999
726467,"Маршмеллоу MALLOW JOY Змейки, с ароматом пломбира и ванили, 50г",13499,18999
726468,"Карамель SWEET BAR на палочке со вкусом клубники/яблока/апельсина, 10г",2499,4999
727111,"Сдоба МАСТЕР ПИРОГОВ Венская с яблочной начинкой и корицей, 150г",8499,8499
727115,"Сдоба МАСТЕР ПИРОГОВ Венская с творогом, 150г",8499,8499
727135,"Шоколад молочный MILKA с начинкой со вкусом карамели и цельным фундуком, 270г",39999,39999
727266,"Шоколад молочный MILKA с арахисовой начинкой с воздушным рисом, 270г",39999,39999
727385,"Конфеты DELISSE с молочным шоколадом и начинкой с фундуком, 125г",23999,29999
730157,"Торт MIREL Пралине, 550г",79999,79999
731176,"Мармелад жевательный БОН ПАРИ со вкусом вишни, черной смородины и яблока, 100г",14999,14999
731675,"Конфеты шоколадные КОМИЛЬФО Шампанское и пряная груша, 116г",39999,39999
